dataset,layer,head,pearson_PAM,pearson_QAM,pearson_SAM,spearman_PAM,spearman_QAM,spearman_SAM
alpaca,2,3,0.0981566958100552,-0.11517049175338002,0.17423452052482105,0.17593288763724918,-0.18946618668626836,0.16239958858823
alpaca,2,30,0.1892531910776023,-0.2925144069692072,0.13736686480010774,0.13533299049019168,-0.32479917717646,0.27066598098038336
alpaca,2,31,-0.15873992605596499,0.06922617295049131,0.19315037780457728,0.0,0.06766649524509584,0.0
alpaca,2,4,0.18356764711967533,-0.15794695194079042,-0.2151106036239335,0.18946618668626836,-0.20299948573528753,-0.1217996914411725
alpaca,2,5,0.3602916191721508,-0.3463574098289806,0.12351354136513738,0.28419928002940253,-0.28419928002940253,0.20299948573528753
alpaca,2,6,0.2958221901452018,-0.2716372570128572,0.005832989612101545,0.2977325790784217,-0.2977325790784217,0.02706659809803833
alpaca,2,7,0.44185045630808506,-0.4476196264201913,0.19336868216601635,0.4330655695686133,-0.4465988686176325,0.16239958858823
alpaca,2,8,0.23463634269962105,-0.22551022836342846,-0.019805502541397662,0.3789323733725367,-0.36539907432351754,-0.02706659809803833
alpaca,2,9,0.16451435097284334,-0.1674431735656456,0.19331205607309399,0.2977325790784217,-0.28419928002940253,0.0405998971470575
alpaca,2,avg,0.28643002783464244,-0.2610616938722438,0.14752890231577867,0.2977325790784217,-0.31126587812744083,0.06766649524509584
alpaca,3,0,0.26729279385505944,-0.258677516913879,-0.10397117564672878,0.28419928002940253,-0.28419928002940253,-0.10826639239215333
alpaca,3,1,-0.12317283225553334,0.11423566236660121,0.31489925277181313,0.10826639239215333,-0.14886628953921086,0.2977325790784217
alpaca,3,10,0.2738176002106346,-0.3357238907493401,0.21125028464828474,0.243599382882345,-0.3789323733725367,0.013533299049019166
alpaca,3,11,0.5056200357523719,-0.4929594785568641,-0.18072864947214073,0.4465988686176325,-0.4330655695686133,-0.13533299049019168
alpaca,3,12,0.4102886161959941,-0.39007742109512905,0.2234186917935482,0.40599897147057507,-0.36539907432351754,0.17593288763724918
alpaca,3,13,-0.05814184914023597,-0.39520068206225173,0.22792133264623762,0.0,-0.32479917717646,0.013533299049019166
alpaca,3,14,0.4862326122392719,-0.47804590452928447,0.04272117633773175,0.2571326819313642,-0.27066598098038336,0.02706659809803833
alpaca,3,15,-0.21114244988437655,-0.19573075555489292,0.250575374903004,-0.17593288763724918,-0.18946618668626836,0.06766649524509584
alpaca,3,16,0.3501277682198793,-0.38209099138042263,0.21849693699654543,0.33833247622547924,-0.40599897147057507,0.081199794294115
alpaca,3,17,0.13274588712719165,-0.13051922492963358,0.0028290612919846564,0.20299948573528753,-0.20299948573528753,-0.06766649524509584
alpaca,3,18,0.357946507127054,-0.32080374729028865,-0.15581116611572896,0.2571326819313642,-0.2571326819313642,-0.10826639239215333
alpaca,3,19,-0.2317794987982452,0.23915998324589904,0.22429464012482664,-0.02706659809803833,0.17593288763724918,-0.02706659809803833
alpaca,3,2,-0.14090861167679478,-0.20655193522617352,0.22386141253093947,-0.06766649524509584,-0.13533299049019168,0.013533299049019166
alpaca,3,20,0.192464493209663,-0.1914333830815473,0.11389761279178083,0.28419928002940253,-0.28419928002940253,0.05413319619607666
alpaca,3,21,0.10905678745326865,-0.13937458689308754,0.21060151460462842,0.18946618668626836,-0.16239958858823,0.14886628953921086
alpaca,3,22,0.24752604311781276,-0.24078887687757072,0.0023501540459427905,0.31126587812744083,-0.31126587812744083,0.0
alpaca,3,23,0.011598802514313304,-0.03333649746417796,0.19806930692289168,0.09473309334313418,-0.10826639239215333,0.06766649524509584
alpaca,3,24,0.08405156906488818,-0.140976543370683,0.251048262603772,0.23006608383332589,-0.35186577527449836,0.18946618668626836
alpaca,3,25,0.08525361143065625,-0.08818840219483395,0.16545073116217476,0.1217996914411725,-0.1217996914411725,0.09473309334313418
alpaca,3,26,0.10717507817671348,-0.10918047870569889,0.19982317547905878,0.27066598098038336,-0.27066598098038336,0.081199794294115
alpaca,3,27,0.09379345586685349,-0.104232356914887,0.2113428709205423,0.16239958858823,-0.16239958858823,0.02706659809803833
alpaca,3,28,0.09947043909112883,-0.11990269916694667,0.1772073513537496,0.27066598098038336,-0.28419928002940253,0.081199794294115
alpaca,3,29,0.20346175362110258,-0.2014783286362735,0.07912139865858434,0.13533299049019168,-0.13533299049019168,-0.013533299049019166
alpaca,3,3,0.26373096896873455,-0.26540683852230385,0.24258470317441136,0.23006608383332589,-0.21653278478430665,0.1217996914411725
alpaca,3,30,0.22262234317850735,-0.24587724577954148,0.2427100861730853,0.2571326819313642,-0.21653278478430665,0.23006608383332589
alpaca,3,31,0.016208087424265587,-0.08613683090397038,0.23549132504627068,0.05413319619607666,-0.05413319619607666,0.06766649524509584
alpaca,3,4,-0.022246063359161218,0.004233071542817334,0.2605129661176758,0.20299948573528753,-0.18946618668626836,0.14886628953921086
alpaca,3,5,0.5677006013084135,-0.5414462835092635,0.19897133500004252,0.46013216766665177,-0.46013216766665177,0.02706659809803833
alpaca,3,6,0.3525630161319017,-0.3287045481545053,0.08316420937850647,0.35186577527449836,-0.31126587812744083,0.06766649524509584
alpaca,3,7,0.1696810311620851,-0.18927732007132161,0.010520789954370243,0.32479917717646,-0.31126587812744083,-0.0405998971470575
alpaca,3,8,0.08610313008588953,-0.08432588771764106,-0.21033172158122176,0.17593288763724918,-0.14886628953921086,-0.4195322705195942
alpaca,3,9,0.21981382186690993,-0.2209075714774587,0.2409491476786701,0.21653278478430665,-0.20299948573528753,0.23006608383332589
alpaca,3,avg,0.19347202278750983,-0.2393888070528845,0.21767949051129337,0.20299948573528753,-0.243599382882345,-0.02706659809803833
alpaca,4,0,0.32098546108889126,-0.3240040084836975,0.18482492606359766,0.33833247622547924,-0.32479917717646,0.18946618668626836
alpaca,4,1,-0.10072137057583448,0.062056849262887445,0.24706415873020676,-0.081199794294115,-0.09473309334313418,0.18946618668626836
alpaca,4,10,0.31736180614313286,-0.3368825942170031,0.1869641996841681,0.2571326819313642,-0.33833247622547924,0.0405998971470575
alpaca,4,11,0.45014777553626106,-0.4347103757299216,0.13178101599784803,0.4330655695686133,-0.4195322705195942,0.0405998971470575
alpaca,4,12,0.09718222129517103,-0.02692565411287249,-0.3060348440319212,0.27066598098038336,-0.14886628953921086,-0.35186577527449836
alpaca,4,13,0.08900800626313667,-0.08555023683086715,-0.24562912487371555,0.23006608383332589,-0.23006608383332589,-0.243599382882345
alpaca,4,14,0.10807772782987898,-0.1090918128096224,0.01226107306441093,0.16239958858823,-0.16239958858823,0.1217996914411725
alpaca,4,15,0.17949068516837624,-0.18309929407664205,0.14697999797846062,0.28419928002940253,-0.28419928002940253,0.0405998971470575
alpaca,4,16,0.19328176729189017,-0.17625785365992244,-0.17002612856258092,0.28419928002940253,-0.243599382882345,-0.17593288763724918
alpaca,4,17,0.3143359829916256,-0.31453619207308847,-0.23572049282013344,0.33833247622547924,-0.35186577527449836,-0.2977325790784217
alpaca,4,18,0.6132409440726527,-0.6004502838949619,0.21266930504620155,0.4736654667156709,-0.4736654667156709,0.06766649524509584
alpaca,4,19,0.08377117911051839,-0.16142102241059214,0.2597984544598755,0.20299948573528753,-0.32479917717646,0.13533299049019168
alpaca,4,2,0.1448003806183859,-0.14498985969176373,-0.11970753830106277,0.23006608383332589,-0.21653278478430665,-0.10826639239215333
alpaca,4,20,0.03370424264703644,-0.0407174046915515,0.19442091766674852,0.13533299049019168,-0.14886628953921086,0.23006608383332589
alpaca,4,21,0.07390715283020809,-0.07649403461976446,0.21273803860472854,0.21653278478430665,-0.20299948573528753,0.1217996914411725
alpaca,4,22,0.3473398532774385,-0.34601510178027717,-0.015594957890352855,0.3924656724215559,-0.3924656724215559,-0.013533299049019166
alpaca,4,23,0.09424595733552815,-0.10120072862746883,0.20024838027484984,0.14886628953921086,-0.14886628953921086,0.1217996914411725
alpaca,4,24,0.2150062467765043,-0.2212926377465958,0.22734375083377145,0.23006608383332589,-0.243599382882345,0.1217996914411725
alpaca,4,25,0.1546770000509798,-0.15525387656758466,0.12931830411359563,0.20299948573528753,-0.21653278478430665,0.10826639239215333
alpaca,4,26,0.5713674920017333,-0.5252657658882464,-0.636418646293839,0.4736654667156709,-0.46013216766665177,-0.48719876576469
alpaca,4,27,0.18095446649224972,-0.18910614859963273,0.20512703480678182,0.1217996914411725,-0.1217996914411725,0.20299948573528753
alpaca,4,28,0.42728213674841276,-0.4222701362291222,0.2122861389264202,0.4195322705195942,-0.4195322705195942,0.1217996914411725
alpaca,4,29,0.10479013330429593,-0.10630822474289496,0.14614580500927365,0.23006608383332589,-0.23006608383332589,0.1217996914411725
alpaca,4,3,-0.11601689263706423,0.004986558395215732,0.18779458631496412,0.0,-0.02706659809803833,-0.02706659809803833
alpaca,4,30,0.13091363478305063,-0.13127433534411573,0.09318321951937243,0.18946618668626836,-0.18946618668626836,0.0
alpaca,4,31,0.12965869434495403,-0.12915841771968947,-0.015417592342891211,0.31126587812744083,-0.2977325790784217,-0.02706659809803833
alpaca,4,4,0.24774893894309252,-0.35887826483870905,0.17584632892140675,0.17593288763724918,-0.31126587812744083,0.10826639239215333
alpaca,4,5,0.14513344506346976,-0.16603567272128186,0.1330064250985163,0.23006608383332589,-0.23006608383332589,0.1217996914411725
alpaca,4,6,0.22605958918987906,-0.22603612798487974,0.1683383133971879,0.17593288763724918,-0.16239958858823,0.05413319619607666
alpaca,4,7,0.10552316140133308,-0.14905314042311985,0.20036638846024213,0.1217996914411725,-0.23006608383332589,0.10826639239215333
alpaca,4,8,0.0340778113636742,-0.060646202083601795,0.12617191477721354,0.20299948573528753,-0.23006608383332589,0.18946618668626836
alpaca,4,9,0.2367014960430666,-0.23280317715119064,0.0019439740112342856,0.2571326819313642,-0.2571326819313642,0.1217996914411725
alpaca,4,avg,0.2320050927477478,-0.2274515894403969,0.12786427469735118,0.2977325790784217,-0.27066598098038336,0.05413319619607666
alpaca,5,0,0.4151655930936718,-0.39799523735181863,0.22568911357846835,0.40599897147057507,-0.40599897147057507,0.1217996914411725
alpaca,5,1,0.14757814787203602,-0.14673522366996866,-0.10745476656995638,0.243599382882345,-0.243599382882345,-0.0405998971470575
alpaca,5,10,0.03290149608716033,-0.0517941270510596,0.15657532514719494,0.27066598098038336,-0.2571326819313642,0.1217996914411725
alpaca,5,11,0.12863173586770824,-0.13268705867790218,0.20710036209357902,0.081199794294115,-0.081199794294115,0.16239958858823
alpaca,5,12,0.09570721052051326,-0.12137087187296453,0.2948842091930042,0.17593288763724918,-0.21653278478430665,0.28419928002940253
alpaca,5,13,0.10645642477097245,-0.09930343735354873,-0.1924345978333857,0.243599382882345,-0.243599382882345,-0.2977325790784217
alpaca,5,14,0.08516866156217481,-0.08549330688072215,0.11536625428323675,0.21653278478430665,-0.21653278478430665,0.13533299049019168
alpaca,5,15,-0.008346385747078293,-0.34543392997328,0.3369913074538583,-0.09473309334313418,-0.3789323733725367,0.31126587812744083
alpaca,5,16,-0.13812372430145092,-0.04856905401393981,0.20731753056173585,-0.081199794294115,-0.2571326819313642,0.05413319619607666
alpaca,5,17,-0.28979254888515404,0.21447630072681065,0.29946043339745126,-0.27066598098038336,0.18946618668626836,0.28419928002940253
alpaca,5,18,0.17638493243176173,-0.18033075722220412,0.18394829732458545,0.31126587812744083,-0.31126587812744083,0.10826639239215333
alpaca,5,19,0.26446841700706747,-0.2677773251276803,0.2204047187441058,0.36539907432351754,-0.36539907432351754,0.14886628953921086
alpaca,5,2,0.2442290827020934,-0.29889289723688117,0.06293386293903563,0.33833247622547924,-0.35186577527449836,0.0405998971470575
alpaca,5,20,-0.10226906591066688,0.08687443436595123,0.3577557208293786,0.02706659809803833,-0.081199794294115,0.40599897147057507
alpaca,5,21,0.07422263365913526,-0.07558133887698379,-3.337106841420352e-05,0.06766649524509584,-0.16239958858823,0.05413319619607666
alpaca,5,22,0.22454368296336588,-0.22665696848044548,0.15330164649619593,0.31126587812744083,-0.32479917717646,0.16239958858823
alpaca,5,23,-0.06173676052894081,0.049954822079573316,0.15040948517247166,-0.013533299049019166,-0.10826639239215333,0.1217996914411725
alpaca,5,24,0.252410829532611,-0.24471119260826737,-0.3449722194484412,0.33833247622547924,-0.32479917717646,-0.10826639239215333
alpaca,5,25,-0.0174840237278675,1.1827346068640221e-05,0.14849985830693932,-0.16239958858823,-0.05413319619607666,0.14886628953921086
alpaca,5,26,-0.23062172483261847,0.17625074499993484,0.31651590362671733,-0.27066598098038336,0.18946618668626836,0.36539907432351754
alpaca,5,27,-0.0403413305758028,-0.04656903793067163,0.3059735604054467,-0.14886628953921086,0.0405998971470575,0.35186577527449836
alpaca,5,28,0.1744209457867741,-0.16506214559666404,-0.16482464347387954,0.17593288763724918,-0.18946618668626836,-0.20299948573528753
alpaca,5,29,-0.014201118999728044,0.010959584615849716,0.17721633580784202,0.20299948573528753,-0.20299948573528753,0.20299948573528753
alpaca,5,3,0.20934245904016313,-0.16958621040989058,-0.19630150667040022,0.28419928002940253,-0.17593288763724918,-0.31126587812744083
alpaca,5,30,0.32526977085927306,-0.31487824885375126,-0.6556519280128712,0.36539907432351754,-0.36539907432351754,-0.5007320648137092
alpaca,5,31,-0.1064500419015989,0.10564229817986247,0.12577101345047792,0.013533299049019166,-0.013533299049019166,0.10826639239215333
alpaca,5,4,0.12260211585443387,-0.23208400886209823,0.22468465576298902,-0.013533299049019166,-0.0405998971470575,0.21653278478430665
alpaca,5,5,0.1072833335312954,-0.10803494992782092,0.017760632373835895,0.23006608383332589,-0.23006608383332589,0.013533299049019166
alpaca,5,6,-0.07976127053825083,0.0796253719705004,0.07648463763518203,0.05413319619607666,-0.05413319619607666,0.20299948573528753
alpaca,5,7,0.07148264338369993,-0.06234434229971355,-0.1469152944973098,0.09473309334313418,-0.09473309334313418,-0.27066598098038336
alpaca,5,8,0.1782262741919557,-0.18658238032351798,0.2760692482064536,0.18946618668626836,-0.18946618668626836,0.27066598098038336
alpaca,5,9,0.1699598637269495,-0.17212217612958855,0.11251333804863894,0.23006608383332589,-0.21653278478430665,0.09473309334313418
alpaca,5,avg,0.18093940552177915,-0.1796935934156502,0.03726672015293442,0.18946618668626836,-0.20299948573528753,-0.06766649524509584
alpaca,6,0,0.4852641100245732,-0.450619587338991,-0.4927736874750266,0.4195322705195942,-0.3789323733725367,-0.4330655695686133
alpaca,6,1,0.06890397834843914,-0.044158659937662936,-0.22152421111345724,0.31126587812744083,-0.28419928002940253,-0.27066598098038336
alpaca,6,10,0.3823322244483349,-0.38196859892317175,0.17465335600979368,0.4330655695686133,-0.4330655695686133,0.13533299049019168
alpaca,6,11,0.44707044403627016,-0.43458004720758464,0.0513492442140618,0.40599897147057507,-0.4195322705195942,-0.013533299049019166
alpaca,6,12,0.18905162673897294,-0.16241534183486628,-0.18561238745638872,0.31126587812744083,-0.2977325790784217,-0.2571326819313642
alpaca,6,13,-0.20540864369423742,0.16345252641866453,0.2566467719166675,-0.27066598098038336,0.23006608383332589,0.32479917717646
alpaca,6,14,-0.1941884000532601,-0.3100133218894804,0.2807158052159501,-0.13533299049019168,-0.32479917717646,0.3789323733725367
alpaca,6,15,0.1333312278334737,-0.1206253894006778,-0.553841535176898,0.28419928002940253,-0.28419928002940253,-0.4736654667156709
alpaca,6,16,-0.04555451254802384,-0.006421357916848977,0.09879841485004577,0.16239958858823,-0.16239958858823,0.013533299049019166
alpaca,6,17,-0.07395395684604156,0.06962052142028459,0.04275191656912998,-0.013533299049019166,-0.02706659809803833,0.13533299049019168
alpaca,6,18,-0.07761885875076673,0.07376197016305551,0.10541946005654333,0.20299948573528753,-0.23006608383332589,0.10826639239215333
alpaca,6,19,-0.05161913137729195,-0.14038589646013752,0.28332118614003876,-0.09473309334313418,-0.23006608383332589,0.21653278478430665
alpaca,6,2,0.16798381899144624,-0.1496943555017759,-0.30631070835538443,0.2571326819313642,-0.243599382882345,-0.31126587812744083
alpaca,6,20,0.34119314521908595,-0.28767762039478123,-0.5104386659111296,0.40599897147057507,-0.3924656724215559,-0.4195322705195942
