dataset,layer,head,PAM,QAM,SAM
alpaca,20,30,0.9161228334903717,0.044179398727137595,0.024794998792931438
alpaca,20,31,0.8574713718891144,0.09383725899737329,0.023050270040985196
alpaca,20,4,0.9380128633975983,0.03829795809462667,0.018490082293283194
alpaca,20,5,0.8581996729969978,0.11686749020358547,0.01297722501680255
alpaca,20,6,0.8928502267599105,0.07020294776186348,0.03059729144908488
alpaca,20,7,0.8946939277648925,0.06725266211666167,0.03001452432246879
alpaca,20,8,0.9468341559171677,0.045458041070960464,0.0037813175050541757
alpaca,20,9,0.854994968175888,0.09823291791602969,0.030766699821688236
alpaca,21,0,0.9551804494857788,0.03599483060068451,0.0059770018787821755
alpaca,21,1,0.9137499302625656,0.07896799810463563,0.003265078885888215
alpaca,21,10,0.7534832857176661,0.19458923620870336,0.03246293555246666
alpaca,21,11,0.9209788364171981,0.04309230318991467,0.02551324597094208
alpaca,21,12,0.9270530378818512,0.05723974018590525,0.011255588438361884
alpaca,21,13,0.8201559641957283,0.10483050853013992,0.04552473249146715
alpaca,21,14,0.5816338006220758,0.18369849229231477,0.1783566671796143
alpaca,21,15,0.8783918225765228,0.08107473258161918,0.018184393080882728
alpaca,21,16,0.9030115240812302,0.08558540149591863,0.006407772314851172
alpaca,21,17,0.5442686612904072,0.1658112531527877,0.26434916332364083
alpaca,21,18,0.9427709871530533,0.04515382650308311,0.007101213646819815
alpaca,21,19,0.9604238736629486,0.02714792937040329,0.006694333349587396
alpaca,21,2,0.9808180332183838,0.012404967763577588,0.004365697312168777
alpaca,21,20,0.9066016644239425,0.050986807076260444,0.03592927130870521
alpaca,21,21,0.9438908445835114,0.038241666927933696,0.015162450952921062
alpaca,21,22,0.9645046925544739,0.01851608744589612,0.012097238161368295
alpaca,21,23,0.9557518804073334,0.0360041957499925,0.00477252769866027
alpaca,21,24,0.9278723788261414,0.06742987454985268,0.002744885932188481
alpaca,21,25,0.11153783855261282,0.5442510728538036,0.2685742220189422
alpaca,21,26,0.8960248929262161,0.0724670945527032,0.012644268709700555
alpaca,21,27,0.9064632719755172,0.08267696056747809,0.005658832475892268
alpaca,21,28,0.9197723796963692,0.07265081092831678,0.0029249973612604663
alpaca,21,29,0.9133329916000367,0.08011385942809283,0.0045339274327852765
alpaca,21,3,0.9419603413343429,0.04388340204488486,0.008164764954708517
alpaca,21,30,0.953147451877594,0.0414740482007619,0.002299333315095282
alpaca,21,31,0.8454420879483223,0.13010996158933266,0.011529110286210198
alpaca,21,4,0.9147994422912598,0.07475417210254819,0.005903239418112207
alpaca,21,5,0.932861624956131,0.054321403808426115,0.005052952926489524
alpaca,21,6,0.9722333812713623,0.022360085859545506,0.004166734153404832
alpaca,21,7,0.9080917185544968,0.0672957134898752,0.014567937923129649
alpaca,21,8,0.8985030567646026,0.05247342619579285,0.028997050817124545
alpaca,21,9,0.9276943188905716,0.060216722909826784,0.006773891487973742
alpaca,22,0,0.8999097967147827,0.05349498152732849,0.03460311296512373
alpaca,22,1,0.534528606235981,0.22541575003415346,0.1729932565521449
alpaca,22,10,0.8079115861654281,0.11360662799328565,0.06399208945222198
alpaca,22,11,0.6590872847288847,0.18841917849145828,0.09982919636066072
alpaca,22,12,0.711030988022685,0.09839107316918672,0.1631283980049193
alpaca,22,13,0.9267811387777328,0.0397051645279862,0.029855239441385493
alpaca,22,14,0.9203147256374359,0.03720461732707918,0.03205916246864945
alpaca,22,15,0.980638039112091,0.011484414784936234,0.00608690173656214
alpaca,22,16,0.8555931174755096,0.11415612201206386,0.015756405881838874
alpaca,22,17,0.8464396692812443,0.10603611782658845,0.025128414620412515
alpaca,22,18,0.9419955366849899,0.0393032704864163,0.015501249578082934
alpaca,22,19,0.9014272701740265,0.09112802195653785,0.0033410415417165495
alpaca,22,2,0.863448703289032,0.07830387596040964,0.049517303388565775
alpaca,22,20,0.9113125467300415,0.07866559190559201,0.0061881647480186075
alpaca,22,21,0.8615282408893108,0.08498960956465453,0.03560330986743793
alpaca,22,22,0.9049505469202995,0.09015917234006338,0.0027417793180211448
alpaca,22,23,0.8464494161307812,0.11321360661648214,0.02220331058721058
alpaca,22,24,0.9040848010778427,0.07598970566643402,0.00926137529691914
alpaca,22,25,0.6365304505825042,0.17425068527460097,0.10578071712516249
alpaca,22,26,0.641777021586895,0.14243067304603754,0.13891294562257828
alpaca,22,27,0.929258131980896,0.06344187837443314,0.0033656039129709827
alpaca,22,28,0.9459362083673477,0.03641185714746825,0.013139726612425875
alpaca,22,29,0.9579526102542877,0.036082058569882065,0.004198765793989878
alpaca,22,3,0.8270282852649689,0.08056787976063788,0.06782352797687054
alpaca,22,30,0.8696404021978378,0.1212499886774458,0.005163322704611346
alpaca,22,31,0.9026013314723969,0.05513075628317893,0.025909529459895567
alpaca,22,4,0.8452468894422054,0.09506497907452285,0.035444572428241373
alpaca,22,5,0.8925295442342758,0.06184439991600812,0.038091174014844
alpaca,22,6,0.6166223867237568,0.17694819847121834,0.12368892421014607
alpaca,22,7,0.9437536919116973,0.031110601532272995,0.017777730419766158
alpaca,22,8,0.8333768144249916,0.13566482918104156,0.015612035244703292
alpaca,22,9,0.906255921125412,0.08138733430532738,0.005190196144394576
alpaca,23,0,0.9079468429088593,0.07785463810432702,0.00791630546504166
alpaca,23,1,0.9666681486368179,0.017703216816298665,0.011821713000535965
alpaca,23,10,0.8624239522218704,0.121753195541678,0.009525391897186637
alpaca,23,11,0.9169078284502029,0.04043905656784773,0.0337367245554924
alpaca,23,12,0.896680428981781,0.06664679555222391,0.027258195315953346
alpaca,23,13,0.9603410905599594,0.025147148612886666,0.012439994728192688
alpaca,23,14,0.6841211274266243,0.12152621757239103,0.15022778678685428
alpaca,23,15,0.945187370479107,0.05050537510949653,0.0024330877464672084
alpaca,23,16,0.866225519478321,0.08361090669641272,0.03280270874965936
alpaca,23,17,0.8589264433085918,0.12147202791180461,0.01111345677432837
alpaca,23,18,0.8600317472219468,0.11347301667788998,0.016777742177946493
alpaca,23,19,0.9057334631681442,0.08353725656634196,0.006998007812071592
alpaca,23,2,0.9638791716098786,0.01652783076511696,0.016785654940176756
alpaca,23,20,0.8740339407324791,0.10320616350043565,0.011146166268736124
alpaca,23,21,0.9522468537092209,0.031089342799969017,0.013406661504413933
alpaca,23,22,0.8856623965501785,0.048818816170096396,0.054955671260831875
alpaca,23,23,0.9801417416334153,0.01581187117117224,0.003489204757497646
alpaca,23,24,0.9230701804161072,0.05478690359275788,0.016051154227461666
alpaca,23,25,0.9624875110387802,0.02678753453074023,0.008167518920672592
alpaca,23,26,0.9834041923284531,0.009172815381316469,0.006140398795250804
alpaca,23,27,0.6476206842064858,0.1610434078797698,0.14150894962251187
alpaca,23,28,0.838478273153305,0.11396199147100561,0.0411289927305188
alpaca,23,29,0.9130166393518447,0.0651059058669489,0.01693512225523591
alpaca,23,3,0.8042909435927867,0.13912721534259617,0.03947495935484767
alpaca,23,30,0.9292079515010119,0.06521124109160155,0.003299070020148065
alpaca,23,31,0.827951150238514,0.15212397972121836,0.01005138723005075
alpaca,23,4,0.7843429529666901,0.14784275636076927,0.04153493020683527
alpaca,23,5,0.6630801272392273,0.16123856318648905,0.1336837977077812
alpaca,23,6,0.7635959967970848,0.10889104081317783,0.10666004831669852
alpaca,23,7,0.8981697019934655,0.09383528978331014,0.0039477514910686295
alpaca,23,8,0.8699921119213104,0.10838415916077793,0.011216000325512142
alpaca,23,9,0.9413159453868866,0.042838052031584084,0.007434599467087537
alpaca,24,0,0.9381474006175995,0.03818109438056126,0.01935902764322236
alpaca,24,1,0.6118206469714642,0.1650660144072026,0.11397599410265684
alpaca,24,10,0.8754252672195435,0.09265380633994937,0.0181196260440629
alpaca,24,11,0.9357350224256515,0.04686051494674757,0.008830065804068
alpaca,24,12,0.9812162584066391,0.016758995370619232,0.0011657990499952574
alpaca,24,13,0.5070428931713105,0.22354028053581715,0.24425598472356796
alpaca,24,14,0.7675048258900642,0.16712234588339925,0.03157827027142048
alpaca,24,15,0.8237204164266586,0.1515095631731674,0.010765466049779206
alpaca,24,16,0.8851397886872292,0.09757722292793915,0.007673102132976055
alpaca,24,17,0.8046555885672569,0.16984849373344332,0.012017381002660841
alpaca,24,18,0.7966253846883774,0.10761636370792985,0.0786903091520071
alpaca,24,19,0.9687174475193023,0.02659972074907273,0.0037280303245643153
alpaca,24,2,0.959592844247818,0.036586845146957786,0.0031945550814270972
alpaca,24,20,0.725304149389267,0.12045642837882042,0.07351189059205353
alpaca,24,21,0.8725580078363419,0.07942869459046051,0.04503361677052453
alpaca,24,22,0.7774545541405677,0.1333889953792095,0.07478509820764884
alpaca,24,23,0.9016003221273422,0.06272916373796761,0.027447649617679416
alpaca,24,24,0.7961912927031517,0.17529029349330813,0.015761966654099523
alpaca,24,25,0.8441031846404076,0.06011690058745444,0.08370142729952931
alpaca,24,26,0.9589222103357316,0.023631061126943676,0.01437884359038435
alpaca,24,27,0.930778619647026,0.0383607765706256,0.026851150477305054
alpaca,24,28,0.8843307238817215,0.06987685235682875,0.040366881103254856
alpaca,24,29,0.9545670258998871,0.040796596001746364,0.0018460273127129767
alpaca,24,3,0.8955133709311486,0.08581559178419411,0.0064332583534996955
alpaca,24,30,0.8081617184355855,0.17436372677213513,0.011275909374235197
alpaca,24,31,0.9437921160459518,0.04222803151817061,0.011940733558731154
alpaca,24,4,0.886823299229145,0.08691676343092695,0.013742092427564785
alpaca,24,5,0.8569506822526455,0.0864427145756781,0.02464228867786005
alpaca,24,6,0.9237092345952987,0.060504663643077945,0.012891810814617202
alpaca,24,7,0.46416195675730704,0.22251811645925046,0.25180609807372095
alpaca,24,8,0.800701172053814,0.17751751995878295,0.010199967783410101
alpaca,24,9,0.870206063091755,0.10315704364329577,0.018290063221938907
alpaca,25,0,0.7059975067153573,0.21329164524562658,0.04256084970664233
alpaca,25,1,0.9645777034759522,0.03196935464045964,0.0024131966978893616
alpaca,25,10,0.9631613856554031,0.029477777224965394,0.005736718862026464
alpaca,25,11,0.732156131118536,0.1253776729106903,0.06655716083012521
alpaca,25,12,0.8564110195636749,0.10883267101831734,0.02636197462445125
alpaca,25,13,0.5830540952086448,0.18148729212582113,0.19295699736336247
alpaca,25,14,0.9798439091444016,0.017327645377372393,0.0014484628162608716
alpaca,25,15,0.9496240258216858,0.03086819562362507,0.0174039084976539
alpaca,25,16,0.8902754545211792,0.0451708635315299,0.022663296167738736
alpaca,25,17,0.9458147567510605,0.05141075736377388,0.0014571618752597716
alpaca,25,18,0.9302945178747177,0.038085070692468435,0.02792916218051687
alpaca,25,19,0.9878627842664719,0.006796249361941591,0.004234898315335158
alpaca,25,2,0.9508138412237167,0.04164783616492059,0.006741172449546866
alpaca,25,20,0.966901408135891,0.02763005536660785,0.00435043459496228
alpaca,25,21,0.8871938574314118,0.09042060863401274,0.007718158534262329
alpaca,25,22,0.9500281113386154,0.03735286245355383,0.004027960226521827
alpaca,25,23,0.8249417367577553,0.1440211732313037,0.0188212583726272
alpaca,25,24,0.8261744946241378,0.08663199736736715,0.06232762133236974
alpaca,25,25,0.6223173774778843,0.2697088520228863,0.07131483362987638
alpaca,25,26,0.9188245768845081,0.07612485036836006,0.002495873107254738
alpaca,25,27,0.9741727381944656,0.015394535850500688,0.007530024323204998
alpaca,25,28,0.50743193551898,0.28043877525255084,0.09264671993907542
alpaca,25,29,0.8627292042970658,0.06766674938611686,0.055531769266817715
alpaca,25,3,0.8411637443304062,0.10484072295948862,0.026791448001749815
alpaca,25,30,0.9685238087177277,0.024649127987213432,0.005667812465690076
alpaca,25,31,0.9404026716947556,0.030104475633706898,0.016633749922038987
alpaca,25,4,0.4609729926288128,0.18015318170189856,0.3142198908701539
alpaca,25,5,0.952661572098732,0.03218430508277379,0.010099426006199792
alpaca,25,6,0.9839098066091537,0.014413631396892015,0.000873149986655335
alpaca,25,7,0.913719117641449,0.0453384617366828,0.02980080506473314
alpaca,25,8,0.9618091765791178,0.03675152095449448,0.0010653586484113476
alpaca,25,9,0.9320380198955536,0.06196192238567164,0.004634927409206284
alpaca,26,0,0.8697242575883866,0.06848729298450053,0.05249168353970163
alpaca,26,1,0.9684915691614151,0.02539874462003354,0.0044651567065739075
alpaca,26,10,0.8828804835677146,0.06487582669127732,0.0283041455084458
alpaca,26,11,0.9677483761310577,0.025872887656150853,0.00558336510672234
alpaca,26,12,0.773623817563057,0.0866953647416085,0.06915176427457481
alpaca,26,13,0.9842264312505722,0.007809740491211414,0.006355747836641968
alpaca,26,14,0.5023646928742528,0.31022264403756705,0.07576868783216924
alpaca,26,15,0.6084679269976914,0.27690382322063667,0.03635823632590473
alpaca,26,16,0.9417846211791039,0.055924867840949445,0.001457018471119227
alpaca,26,17,0.92491878926754,0.05967019361676648,0.010164204564644024
alpaca,26,18,0.6474709364771843,0.22515586495399476,0.0975095584243536
alpaca,26,19,0.7925181087851524,0.1548129439353943,0.03235194298904389
alpaca,26,2,0.8215269625186921,0.16652941225329415,0.006509687711368315
alpaca,26,20,0.9817073309421539,0.011806886733393186,0.003331733645754866
alpaca,26,21,0.6275038619339466,0.2607303960155696,0.05075047504156828
alpaca,26,22,0.9782570677995682,0.010009154165163636,0.00887588192243129
alpaca,26,23,0.9471897596120834,0.04602926665218547,0.004715846119215712
alpaca,26,24,0.7906529679894447,0.18715050604660063,0.012396828401833773
alpaca,26,25,0.8633059293031693,0.10683178833685815,0.012086173760471865
alpaca,26,26,0.8452392080426216,0.13940590030979366,0.007117328979074955
alpaca,26,27,0.770560402572155,0.1942361730337143,0.016105568734928966
alpaca,26,28,0.7243393535166979,0.22909541540779174,0.025910639162175356
alpaca,26,29,0.9877968275547028,0.010503187002032064,0.0012036084200371987
alpaca,26,3,0.9432797712087632,0.048382613575668074,0.0024303972897178026
alpaca,26,30,0.48392978894524274,0.26946297582238915,0.1118630800768733
alpaca,26,31,0.9604862242937088,0.03457006327138515,0.0037168874076451176
alpaca,26,4,0.41491409005597235,0.2837438952876255,0.150325329976622
alpaca,26,5,0.9728493458032608,0.024735476398491302,0.0021207586615128093
alpaca,26,6,0.794244689643383,0.11134643459692598,0.06934128950349987
alpaca,26,7,0.8527655601501465,0.10171451237984001,0.029216144741512837
alpaca,26,8,0.9603397285938263,0.03369116963585839,0.0050255076721077785
alpaca,26,9,0.8483370304107666,0.10616924224188551,0.022550379930762574
alpaca,27,0,0.9752652055025101,0.022048666804184904,0.0023687634935049572
alpaca,27,1,0.9640349271893501,0.0355843101067876,0.0002487614647634473
alpaca,27,10,0.9471160465478897,0.04851443148916587,0.003055075339070754
alpaca,27,11,0.9705435544252395,0.022590349238016644,0.005024768352159299
alpaca,27,12,0.39859915755689146,0.34119320397265257,0.13542506761848927
alpaca,27,13,0.9601596909761428,0.030841957875527442,0.006731972302077338
alpaca,27,14,0.8829579651355743,0.0990221646334976,0.014873999682022259
alpaca,27,15,0.8718985450267792,0.06608620984945446,0.027901986964279785
alpaca,27,16,0.4927486214786768,0.26129453387111423,0.12825557348318398
alpaca,27,17,0.8414752912521363,0.09756056202575564,0.050209872415289285
alpaca,27,18,0.9222350984811782,0.06588738854450639,0.008397187585942448
alpaca,27,19,0.947716300189495,0.049468630123883486,0.002001288694591494
alpaca,27,2,0.4157798401731998,0.2599781478010118,0.19838221416808666
alpaca,27,20,0.6281316255033016,0.16410206129774452,0.17822763320058585
alpaca,27,21,0.934905863404274,0.042523832307197154,0.019653092358494176
alpaca,27,22,0.9716524356603622,0.018898614754434676,0.007566625437466428
alpaca,27,23,0.9602272081375122,0.0211307451617904,0.014729443641845136
alpaca,27,24,0.9689566254615783,0.022512624372029676,0.005876839127740823
alpaca,27,25,0.49730182841420173,0.28039993040263655,0.1674561721459031
alpaca,27,26,0.942719287276268,0.027369895589072258,0.023881941473810002
alpaca,27,27,0.9592834198474884,0.038145123688154856,0.001188244158111047
alpaca,27,28,0.95084144115448,0.03586566638201475,0.009448771266033874
alpaca,27,29,0.8540450185537338,0.1326577455084771,0.007414096574648283
alpaca,27,3,0.9654495561122894,0.02470775436144322,0.0068054611576371824
alpaca,27,30,0.9719277614355087,0.018788896355545148,0.006286535590188578
alpaca,27,31,0.9881131100654602,0.007093045599758625,0.003908165806205943
alpaca,27,4,0.9558299505710601,0.018158108077477662,0.014497417006350589
alpaca,27,5,0.9302782624587417,0.06373659693170339,0.0036807685540406966
alpaca,27,6,0.9309129863977432,0.038683059811592105,0.02537771871779114
alpaca,27,7,0.4332734493166208,0.2633077248884365,0.12069992492906749
alpaca,27,8,0.6426573017239571,0.1289982507750392,0.19679168497212232
alpaca,27,9,0.9474263763427735,0.03668568338791374,0.012151751224882901
alpaca,28,0,0.9335031926631927,0.03907257445738651,0.01531365249422379
alpaca,28,1,0.9577562588453293,0.03522052748245187,0.005135576311731711
alpaca,28,10,0.9751511853933335,0.013685652560088784,0.008956530048744754
alpaca,28,11,0.9252596998214722,0.047261280666571114,0.021338979888241738
alpaca,28,12,0.957824034690857,0.02898303745314479,0.009325547826010734
alpaca,28,13,0.6263464875519276,0.14745531125925482,0.12000390440225601
alpaca,28,14,0.7809174484014512,0.16319294191896916,0.027357229131739588
alpaca,28,15,0.9605425530672074,0.035982071050675586,0.0023572221058384456
alpaca,28,16,0.9443194073438644,0.03446988320909441,0.016164975885185413
alpaca,28,17,0.7623940208554267,0.13516801660880445,0.06425486982800066
alpaca,28,18,0.8186564010381698,0.10762820901349186,0.0545960820838809
alpaca,28,19,0.9386979240179062,0.044970135395415126,0.012404507165192626
alpaca,28,2,0.904330524802208,0.054246347420848905,0.03381099580321461
alpaca,28,20,0.8071372950077057,0.07792236035689712,0.03981339590623975
alpaca,28,21,0.9251733106374741,0.06543982487171889,0.006412132408586331
alpaca,28,22,0.9510258972644806,0.030361746643902735,0.014723823694512249
alpaca,28,23,0.8141317763924598,0.10943041608668863,0.03861016585491597
alpaca,28,24,0.9448190158605576,0.03980140077881515,0.012943523898429702
alpaca,28,25,0.3514117110799998,0.30467787945177405,0.17946553679648786
alpaca,28,26,0.9816509437561035,0.010090700992150233,0.006579480634536594
alpaca,28,27,0.949693332016468,0.04761223875306314,0.0013623969959735405
alpaca,28,28,0.7520803076028824,0.1291584786772728,0.0812380358017981
alpaca,28,29,0.9297463947534561,0.045270966719836,0.01704959833645262
alpaca,28,3,0.8110011395812035,0.14294387699104846,0.02942558312206529
alpaca,28,30,0.90421560049057,0.05255624748766422,0.03152703293832019
alpaca,28,31,0.8081456577777862,0.10819855036679656,0.04808857720112428
alpaca,28,4,0.9591608810424804,0.03776529148104601,0.0025900693045696243
alpaca,28,5,0.9763375586271286,0.01789757117512636,0.004662739751511253
alpaca,28,6,0.8564575773477554,0.09904504957608878,0.02172670713160187
alpaca,28,7,0.4226766937412322,0.34278221333399417,0.1022832698468119
alpaca,28,8,0.9448462700843812,0.04216658300254494,0.008685080402647144
alpaca,28,9,0.7863997840881347,0.09701802540570498,0.0445109737617895
alpaca,29,0,0.9368789935112,0.044798458237200973,0.011610207319026813
alpaca,29,1,0.9453049659729004,0.03482951441779733,0.015153298688819632
alpaca,29,10,0.356500061393599,0.38525213541463016,0.13273431469802743
alpaca,29,11,0.9330679845809936,0.06000577080529183,0.004922823835513555
alpaca,29,12,0.9788499480485916,0.013067577600013465,0.004494911697838689
alpaca,29,13,0.8745366707444191,0.10979789491277188,0.005718240123824217
alpaca,29,14,0.9562014108896255,0.038366690687835214,0.004190574012463913
alpaca,29,15,0.6938157978653908,0.1428728132508695,0.08184128782711923
alpaca,29,16,0.942299774736166,0.0565796948003117,0.0006793005368672311
alpaca,29,17,0.9498145538568497,0.03698025408550166,0.010405090182321147
alpaca,29,18,0.61680136308074,0.19834542173892258,0.09158805180341005
alpaca,29,19,0.8377726712822914,0.13368281512055546,0.011226760632125661
alpaca,29,2,0.26878825314342975,0.33422749251127243,0.21624279366340488
alpaca,29,20,0.9117827981710434,0.07785205468651839,0.007026753737591207
alpaca,29,21,0.9102215451002121,0.07954579456709325,0.00403584104264155
alpaca,29,22,0.9696516895294189,0.024367491930606774,0.003369510083866771
alpaca,29,23,0.7035585172474385,0.18347563862800598,0.07109919993206859
alpaca,29,24,0.8663803029060364,0.09727924199774861,0.025602994044311343
alpaca,29,25,0.4954086958616972,0.3839220690727234,0.08951193919405341
alpaca,29,26,0.8625714501738548,0.10929104648996145,0.014043199785519392
alpaca,29,27,0.9580790039151907,0.039264109653013295,0.0015969938364287374
alpaca,29,28,0.9616947358846665,0.027160295934882017,0.006164887413033285
alpaca,29,29,0.9839606553316116,0.009460735501488671,0.005061961674364283
alpaca,29,3,0.9533704763650894,0.03897073651780374,0.005939879159559496
alpaca,29,30,0.7100399224460126,0.23176835410296917,0.03217794606462121
alpaca,29,31,0.7639395275712013,0.12753430334851146,0.07980961328838021
alpaca,29,4,0.891271048784256,0.09998946971609257,0.005110408402397297
alpaca,29,5,0.5303697222471238,0.2765862068720162,0.06808879880234599
alpaca,29,6,0.9580024543404579,0.04027865822019521,0.001024487774411682
alpaca,29,7,0.9004240274429322,0.06023875046521425,0.031225413938518614
alpaca,29,8,0.9081859165430068,0.08959533067623852,0.0012663591826276388
alpaca,29,9,0.6642150650918484,0.25464319993276147,0.04578856816515327
alpaca,30,0,0.9585501980781556,0.03376538089942187,0.00572171580273789
alpaca,30,1,0.9239766335487366,0.07449895504381857,0.0008923186232277657
alpaca,30,10,0.865675053820014,0.11076299863867461,0.01220761439180933
alpaca,30,11,0.9440984201431274,0.04121109260246158,0.011619521011598409
alpaca,30,12,0.5227980323694646,0.29681022055447104,0.07714263624045997
alpaca,30,13,0.9929608309268951,0.0048313833367137704,0.0016477438104629983
alpaca,30,14,0.9350804603099823,0.05980215933115687,0.0024265559096238575
alpaca,30,15,0.91669937312603,0.059542229651706295,0.020185353097040205
alpaca,30,16,0.972181715965271,0.01958055921306368,0.006093598965671845
alpaca,30,17,0.989324095249176,0.0053167166287312285,0.0045250056782970205
alpaca,30,18,0.8950462573766709,0.06115854067029432,0.0323157876089681
alpaca,30,19,0.942888303399086,0.04453215192304924,0.010620862147188746
alpaca,30,2,0.6331964591145516,0.2062100494466722,0.10217520235106349
alpaca,30,20,0.9645683860778809,0.03390885004366282,0.0008411585169415047
alpaca,30,21,0.9669204252958298,0.022076970869675278,0.006944533842033707
alpaca,30,22,0.8959514665603637,0.08118562310934067,0.01500412803812651
alpaca,30,23,0.9714255487918854,0.02607045433629537,0.0015328056272301183
alpaca,30,24,0.14023473061155528,0.17947011187672615,0.5912552310526371
alpaca,30,25,0.7928935632109642,0.14162524305284024,0.04619815764832311
alpaca,30,26,0.6657605642080306,0.20804456071928143,0.07503526290878654
alpaca,30,27,0.7964350289106369,0.09337124790996314,0.08563966999296099
alpaca,30,28,0.9443048384785652,0.04665522505412809,0.006156038690824062
alpaca,30,29,0.9753301030397415,0.019792559184134008,0.003419279235386057
alpaca,30,3,0.9798365980386734,0.01683183985791402,0.002455402024643263
alpaca,30,30,0.9420615792274475,0.03944524810416624,0.011408658751752227
alpaca,30,31,0.44620889171957967,0.2640368513390422,0.19594448309391738
alpaca,30,4,0.8563585942983627,0.06198443125933409,0.05128858119715005
alpaca,30,5,0.9403952389955521,0.0579178195464192,0.0010526444933202583
alpaca,30,6,0.9518467384576798,0.039247645077994095,0.006206208018993493
alpaca,30,7,0.7883210691809655,0.1816647443594411,0.016194439004175366
alpaca,30,8,0.5504295517504215,0.23657740002498032,0.1624950147443451
alpaca,30,9,0.7599514934420586,0.15762269649654626,0.03822530388366431
alpaca,31,0,0.6028745704889298,0.3074108290672302,0.057449801536276934
alpaca,31,1,0.8696850395202637,0.1128384944901336,0.011853427444584667
alpaca,31,10,0.7823645615577698,0.14075530950911344,0.059522688230499624
alpaca,31,11,0.7606667555868626,0.2091162080410868,0.02276389927457785
alpaca,31,12,0.8103447499871254,0.15566326272906736,0.011822123241727241
alpaca,31,13,0.5627561780810356,0.2754139443859458,0.09167728407308459
alpaca,31,14,0.7279741785675288,0.23007925910875202,0.02339253147598356
alpaca,31,15,0.6048107300698757,0.2836001433711499,0.05756219810806215
alpaca,31,16,0.841193416416645,0.14478644870687277,0.007528940209303983
alpaca,31,17,0.5242778787016869,0.27816879138350487,0.151513057583943
alpaca,31,18,0.90130804002285,0.08485163677483797,0.010378373427083715
alpaca,31,19,0.724007748812437,0.1957277353666723,0.05091305582318455
alpaca,31,2,0.9079694765806198,0.07412975118262694,0.007439860285958275
alpaca,31,20,0.8619642406702042,0.1317360183247365,0.004023793471278622
alpaca,31,21,0.8830199337005615,0.08474212524015456,0.014045440680347384
alpaca,31,22,0.9459519904851913,0.041134012545808216,0.007390578027261654
alpaca,31,23,0.8876613759994507,0.09981799505185336,0.008414756393176504
alpaca,31,24,0.5741890877857805,0.3283208808861673,0.04523786149919033
alpaca,31,25,0.5863979324698448,0.27429557720199227,0.06824971378780902
alpaca,31,26,0.6731126981973649,0.28585701091215016,0.021963039599359035
alpaca,31,27,0.31737972058355807,0.3004233838710934,0.2655809296295047
alpaca,31,28,0.767305920869112,0.17884335747919977,0.029374383189715445
alpaca,31,29,0.8848656088113784,0.09639509241795167,0.014309705903287976
alpaca,31,3,0.7647815166413784,0.2139393546897918,0.011664607832208275
alpaca,31,30,0.7547655946016312,0.16865003960207103,0.05150126793421805
alpaca,31,31,0.46781034253537657,0.28445439973846076,0.12613014241680504
alpaca,31,4,0.2721966823935509,0.3493206687271595,0.2623130368441343
alpaca,31,5,0.5652669827640057,0.16931143917143346,0.2557780706696212
alpaca,31,6,0.7847488626837731,0.19814306509215385,0.00834840054390952
alpaca,31,7,0.7180672881007194,0.16089644338935613,0.0786795561760664
alpaca,31,8,0.7474064397811889,0.17553189964033664,0.05837304965592921
alpaca,31,9,0.8100785590708256,0.16903297879034654,0.009064809804549441
flan,0,0,0.6852794271707535,0.10261287122964859,0.0957262709736824
flan,0,1,0.0004517973790643737,0.14283612340688706,0.8522482192516327
flan,0,10,0.9878440397977829,0.004010808377061039,0.004022569102235138
flan,0,11,0.9732970887422562,0.009610864147543908,0.00789396324660629
flan,0,12,0.6807198804616929,0.1080403895676136,0.11040113925933838
flan,0,13,0.9745500725507736,0.008460783956106752,0.007939906518440693
flan,0,14,0.7544778567552567,0.07991593420505523,0.07274681307375432
flan,0,15,0.9027030092477798,0.03281795805320144,0.03181254740804434
flan,0,16,0.960736318230629,0.012554687750525772,0.018696129843592642
flan,0,17,0.9998806029558182,3.8653321662422966e-05,3.1798435857126605e-05
flan,0,18,0.9913120090961456,0.002903978321701288,0.0028155618580058216
flan,0,19,0.90079454600811,0.0328351672179997,0.02919003039598465
flan,0,2,0.9185229212045669,0.02688015333376825,0.023994558015838264
flan,0,20,0.8659359848499298,0.03991245753131807,0.07782819723710417
flan,0,21,0.9936747217178344,0.00206773339479696,0.0018965246080188082
flan,0,22,0.9672720885276794,0.00994615284493193,0.014830407053232193
flan,0,23,0.60614756077528,0.11754209676757454,0.22053590133786202
flan,0,24,0.9885631901025772,0.003877933189505711,0.005089769037440419
flan,0,25,0.6982152289152146,0.10119003370404243,0.10623761460185051
flan,0,26,0.9303522032499313,0.016955991773866117,0.00497596669360064
flan,0,27,0.9711437338590622,0.008289669051300734,0.01646523936651647
flan,0,28,0.9540578961372376,0.015379845453426242,0.015593152046203613
flan,0,29,0.9936620444059372,0.0021266012685373426,0.0020948250161018224
flan,0,3,0.9176725828647614,0.027870926596224307,0.029074647929519415
flan,0,30,0.9706541681289673,0.010012316787615418,0.01177876755129546
flan,0,31,0.9991186010837555,0.0002898495041881688,0.0003020868858584436
flan,0,4,0.5296640351414681,0.1895432460308075,0.005103893033228815
flan,0,5,0.9528951317071914,0.015518896142020821,0.01670120744034648
flan,0,6,0.9864836990833282,0.004531295874621719,0.004453662498854101
flan,0,7,0.9808793646097184,0.006390882222913206,0.005593357423786074
